Mod:Item:MetaData, Localized Name
mekanism:machineblock3:8, §eCreative Sawing Factory
mekanism:machineblock3:8, §eCreative Stamping Factory
mekanism:machineblock3:8, §eCreative Rolling Factory
mekanism:machineblock3:8, §eCreative Brushed Factory
mekanism:machineblock3:8, §eCreative Turning Factory
mekanism:machineblock3:8, §eCreative Alloy Factory
mekanism:machineblock3:8, §eCreative Extractor Factory
mekanism:machineblock3:8, §eCreative Separator Factory
mekanism:machineblock3:8, §eCreative Farm Factory
mekanism:machineblock3:8, §eCreative Recycler Factory
mekanism:machineblock3:8, §eCreative Crystallizer Factory
mekanism:machineblock3:8, §eCreative Dissolution Factory
mekanism:machineblock3:8, §eCreative Pressurized Factory
mekanism:machineblock3:8, §eCreative Oxidizer Factory
mekanism:machineblock3:8, §eCreative Nucleosynthesizer Factory
mekanism:machineblock3:8, §eCreative Washer Factory
mekanism:machineblock3:9, Isotopic Centrifuge
mekanism:machineblock3:10, Nutritional Liquifier
mekanism:machineblock3:11, Supercharged Coil(WIP)
mekanism:machineblock3:12, Organic Farm
mekanism:machineblock3:13, Antiprotonic Nucleosynthesizer(WIP)
mekanism:machineblock3:14, Ambient gas collectors(Electric type)
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:oreblock:3, Fluorite Ore
mekanism:oreblock:4, Lead Ore
mekanism:oreblock:5, Uranium Ore
mekanism:energycube:0, §aBasic Energy Cube
mekanism:energycube:0, §aBasic Energy Cube
mekanism:energycube:0, §4Advanced Energy Cube
mekanism:energycube:0, §4Advanced Energy Cube
mekanism:energycube:0, §1Elite Energy Cube
mekanism:energycube:0, §1Elite Energy Cube
mekanism:energycube:0, §5Ultimate Energy Cube
mekanism:energycube:0, §5Ultimate Energy Cube
mekanism:energycube:0, §eCreative Energy Cube
mekanism:energycube:0, §eCreative Energy Cube
mekanism:transmitter:0, §aBasic Universal Cable
mekanism:transmitter:0, §4Advanced Universal Cable
mekanism:transmitter:0, §1Elite Universal Cable
mekanism:transmitter:0, §5Ultimate Universal Cable
mekanism:transmitter:1, §aBasic Mechanical Pipe
mekanism:transmitter:1, §4Advanced Mechanical Pipe
mekanism:transmitter:1, §1Elite Mechanical Pipe
mekanism:transmitter:1, §5Ultimate Mechanical Pipe
mekanism:transmitter:2, §aBasic Pressurized Tube
mekanism:transmitter:2, §4Advanced Pressurized Tube
mekanism:transmitter:2, §1Elite Pressurized Tube
mekanism:transmitter:2, §5Ultimate Pressurized Tube
mekanism:transmitter:3, §aBasic Logistical Transporter
mekanism:transmitter:3, §4Advanced Logistical Transporter
mekanism:transmitter:3, §1Elite Logistical Transporter
mekanism:transmitter:3, §5Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, §aBasic Thermodynamic Conductor
mekanism:transmitter:6, §4Advanced Thermodynamic Conductor
mekanism:transmitter:6, §1Elite Thermodynamic Conductor
mekanism:transmitter:6, §5Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, §aBasic Gas Tank
mekanism:gastank:0, §4Advanced Gas Tank
mekanism:gastank:0, §1Elite Gas Tank
mekanism:gastank:0, §5Ultimate Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
mekanism:basicblock3:0, SPS Casing[WIP]
mekanism:basicblock3:1, Fission Reactor Casing[WIP]
mekanism:basicblock3:2, Control Rod Assembly[WIP]
mekanism:basicblock3:3, Fission Fuel Assembly[WIP]
mekanism:basicblock3:4, Basic Energy Cube - Crafting
mekanism:basicblock3:5, Advanced Energy Cube - Crafting
mekanism:basicblock3:6, Elite Energy Cube - Crafting
mekanism:basicblock3:7, Ultimate Energy Cube - Crafting
mekanism:basicblock3:8, Creative Energy Cube - Crafting
mekanism:basicblock3:9, Basic Energy Cube Frame
mekanism:basicblock3:10, Advanced Energy Cube Frame
mekanism:basicblock3:11, Elite Energy Cube Frame
mekanism:basicblock3:12, Ultimate Energy Cube Frame
mekanism:basicblock3:13, Creative Energy Cube Frame
mekanism:machineblock4:0, CNC punching machine
mekanism:machineblock4:1, CNC rolling machine
mekanism:machineblock4:2, CNC wire drawing machine
mekanism:machineblock4:3, CNC lathes
mekanism:machineblock4:4, Alloy furnace
mekanism:machineblock4:6, Cell extractor
mekanism:machineblock4:7, Cell separator
mekanism:machineblock4:8, Recycler
mekanism:machineblock4:9, Industrial Alarm
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
survivalist:rack, Drying Rack
survivalist:chopping_block, Chopping Block
survivalist:chopping_block2, Chopping Block
survivalist:sawmill, Sawmill
survivalist:chainmail, Chainmail
survivalist:tanned_leather, Tanned Leather
survivalist:tanned_helmet, Tanned Leather Cap
survivalist:tanned_chestplate, Tanned Leather Jacket
survivalist:tanned_leggings, Tanned Leather Pants
survivalist:tanned_boots, Tanned Leather Boots
survivalist:jerky, Dry Jerky
survivalist:nugget:1, Copper Nugget
survivalist:nugget:2, Tin Nugget
survivalist:nugget:3, Lead Nugget
survivalist:nugget:4, Silver Nugget
survivalist:nugget:5, Aluminum Nugget
survivalist:rock:0, Rock
survivalist:rock:1, Andesite Rock
survivalist:rock:2, Diorite Rock
survivalist:rock:3, Granite Rock
survivalist:rock_ore:0, Iron Ore Rock
survivalist:rock_ore:1, Gold Ore Rock
survivalist:rock_ore:2, Copper Ore Rock
survivalist:rock_ore:3, Tin Ore Rock
survivalist:rock_ore:4, Lead Ore Rock
survivalist:rock_ore:5, Silver Ore Rock
survivalist:rock_ore:6, Aluminum Ore Rock
survivalist:dough, Bread Dough
survivalist:round_bread, Round Bread
survivalist:hatchet, Crude Hatchet
survivalist:pick, Crude Pick
survivalist:spade, Crude Spade
survivalist:plant_fibres, Plant Fibers
plustic:pipe_piece:0, Fusewood Pipe Piece
plustic:pipe_piece:0, Darkwood Pipe Piece
plustic:pipe_piece:0, Bloodwood Pipe Piece
plustic:pipe_piece:0, Ghostwood Pipe Piece
plustic:pipe_piece:0, Electrical Pipe Piece
plustic:pipe_piece:0, Energetic Pipe Piece
plustic:pipe_piece:0, Vibrant Pipe Piece
plustic:pipe_piece:0, Red Pipe Piece
plustic:pipe_piece:0, Conductive Pipe Piece
plustic:pipe_piece:0, Pulsating Pipe Piece
plustic:pipe_piece:0, Dark Pipe Piece
plustic:pipe_piece:0, Souled Pipe Piece
plustic:pipe_piece:0, Pipe Piece of the End
plustic:pipe_piece:0, Fake-Iron Pipe Piece
plustic:pipe_piece:0, Naga Scale Pipe Piece
plustic:pipe_piece:0, Steeleaf Pipe Piece
plustic:pipe_piece:0, Fiery Pipe Piece
plustic:pipe_piece:0, Knightly Pipe Piece
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Treated Wood Pipe Piece
plustic:pipe_piece:0, Blood Infused Wooden Pipe Piece
plustic:pipe_piece:0, Blood Infused Iron Pipe Piece
plustic:pipe_piece:0, Blood Infused Glitch Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Sapphire Pipe Piece
plustic:pipe_piece:0, Ruby Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Malachite Pipe Piece
plustic:pipe_piece:0, Topaz Pipe Piece
plustic:pipe_piece:0, Tanzanite Pipe Piece
plustic:pipe_piece:0, Amethyst Pipe Piece
plustic:pipe_piece:0, Osgloglas Pipe Piece
plustic:pipe_piece:0, Osmiridium Pipe Piece
plustic:pipe_piece:0, Titanium Pipe Piece
plustic:pipe_piece:0, Psimetal Pipe Piece
